## Last Updated: 2023-01-25 05:13:04 CST
"No.","Name","ID","Age","State","Nation","Rating","Rating.new","(+/-)","Regular","tDate","tName"
"1","Yan, Ruiyang","15462690","15","CA","USA",2362,2345,"(-17)","2342 => 2345","2023-01-16202301164172","14TH ANNUAL GOLDEN STATE OPEN (CA)1: MAJOR"
"2","Wang, Ellen Luojia","15401090","15","NY","USA",2225,2225,"","2221 => 2225","2022-08-02202208029092","10TH ANNUAL HARING NATL TMT OF GIRLS STATE CHAMPS (CA)1: HARING"
"5","Jou, Esther","15754295","15","CA","USA",2016,2050,"(+34)","2028 => 2050","2023-01-21202301216782","GAMBITO - 1000 ! (CA)2: OPEN"
"3","Zhu, Jenny","15942700","15","NY","USA",2037,2043,"(+6)","2037 => 2043","2023-01-15202301153252","G-50 U1600 (NY)2: OPEN"
"6","Pang, Ashley","15365204","15","CA","USA",2008,2028,"(+20)","2008 => 2028","2022-12-30202212306492","32ND ANNUAL NORTH AMERICAN OPEN (NV)1: OPEN"
"4","Lee, Yesun Kate","15365623","15","CA","USA",2019,2019,"","2006 => 2019","2022-09-05202209056662","2022 CALCHESS STATE OPEN CHAMPIONSHIP (BAC 2199) (CA)1: OPEN"
"10","Wang, Lilian","15607273","15","PA","USA",1882,1944,"(+62)","1969 => 1944","2023-01-22202301228152","MLC&G QUADS (PA)1: QUAD 1"
"7","Wang, Tianna","15486476","15","MA","USA",1941,1941,"","1925 => 1941","2022-11-27202211271022","3RD_BOSTON_ELITE_THANKSGIVING_OPEN_ (MA)1: 1_PREMIER__FIDE_"
"8","Zhang, Ellie","15491413","15","CA","USA",1921,1921,"","1951 => 1921","2022-12-17202212170852","GAMBITO -998 (CA)1: OPEN"
"13","Wongso, Merissa","15914671","15","AZ","USA",1841,1886,"(+45)","1868 => 1886","2023-01-14202301142572","UNITY CHESS G60 JAN 2023 (AZ)1: OPEN"
"11","Ramesh, Sanjana","15601995","15","MI","USA",1863,1884,"(+21)","1863 => 1884","2023-01-22202301228622 **","2023 MICHIGAN MASTER-EXPERT CLASS (MI)2: CLASS A"
"12","Shen, Lydia","15918700","15","MA","USA",1859,1859,"","1845 => 1859","2022-06-05202206051122","HURVITZ CUP (MA)1: GRADES K-12"
"9","Khachatryan, Nune","16028583","15","NY","USA",1885,1804,"(-81)","1814 => 1804","2023-01-16202301164192","55TH ANNUAL LIBERTY BELL OPEN! (PA)2: UNDER 2100 SECTION"
"14","Yerrajennu, Sisira S","15870376","15","FL","USA",1805,1799,"(-6)","1805 => 1799","2023-01-08202301080382","8TH ANNUAL GULF COAST NEW YEAR'S OPEN (FL)2: UNDER 2050"
"15","Wang, Kalia Yuke","15495443","15","TX","USA",1781,1781,"","1784 => 1781","2022-11-19202211195212","HOUSTON WOMEN AND GIRLS 2022 CHESS (TX)1: OPEN"
"16","Kaur, Aradh","15085398","15","WI","USA",1759,1759,"","1742 => 1759","2022-12-11202212118182","2022 NATIONAL K-12 GRADE CHAMPIONSHIP (MD)4: 9TH GRADE CHAMPIONSHIP"
"17","Durbha, Antara","15732865","15","NC","USA",1733,1733,"","1730 => 1733","2022-12-11202212118182","2022 NATIONAL K-12 GRADE CHAMPIONSHIP (MD)3: 10TH GRADE CHAMPIONSHIP"
"18","Wong, Allyson","15052665","15","CA","USA",1730,1730,"","1757 => 1730","2021-09-19202109192892","20TH DONNELLY MEMORIAL CHAMPIONSHIP (CA)4: DONNELLY-EXTRA"
"20","Deng, Lily","16640701","15","WA","USA",1695,1686,"(-9)","1695 => 1686","2023-01-21202301218492","WA STATE HIGH SCHOOL INDIVIDUAL CHAMPIONSHIP (WA)1: CHAMPIONSHIP"
"19","Zhou, Celina","16094482","15","MO","USA",1702,1675,"(-27)","1702 => 1675","2023-01-08202301080332","2023 TIM JUST WINTER OPEN (IL)2: UNDER 2100"
"21","Li, Melina","15744318","15","WA","USA",1673,1672,"(-1)","1671 => 1672","2023-01-16202301165602","WA JUNIOR OPEN AND RESERVE (WA)4: OPEN"
