## Last Updated: 2023-01-25 05:10:52 CST
"No.","Name","ID","Age","State","Nation","Rating","Rating.new","(+/-)","Regular","tDate","tName"
"1","Samadashvili, Martha","14920851","18","NY","USA",2326,2326,"","2340 => 2326","2021-07-25202107253002","2021 U.S. GIRLS' JUNIOR CHAMPIONSHIP (MO)1: ROUND ROBIN"
"2","Zhu, Evelyn","14587517","18","NY","USA",2213,2209,"(-4)","2213 => 2209","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)1: OPEN"
"3","Zeng, Sheena","14640432","18","KS","USA",2160,2160,"","2181 => 2160","2022-07-31202207317732","52ND ANNUAL CONTINENTAL OPEN (MA)2: UNDER 2200"
"4","Ehsani, Yassamin","14745787","18","NY","USA",2150,2150,"","2169 => 2150","2022-09-05202209056622","2022 NJ OPEN (NJ)1: OPEN - MERGE"
"5","Velea, Anne-Marie","15689252","18","WA","USA",2114,2116,"(+2)","2114 => 2116","2022-12-30202212306492","32ND ANNUAL NORTH AMERICAN OPEN (NV)2: UNDER 2300"
"6","Kumar, Arya","15768672","18","NC","USA",2076,2076,"","2049 => 2076","2022-12-11202212118182","2022 NATIONAL K-12 GRADE CHAMPIONSHIP (MD)1: 12TH GRADE CHAMPIONSHIP"
"7","Yisrael, Shama","15607430","18","FL","USA",2063,2071,"(+8)","2068 => 2071","2023-01-15202301153432","THE MATRIX 2 (FL)1: OPEN"
"8","Zhou, Iris","14467261","18","MO","USA",2051,2027,"(-24)","2051 => 2027","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)1: OPEN"
"9","Dommalapati, Aasa","13778456","18","VA","USA",2018,2026,"(+8)","2018 => 2026","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)1: OPEN"
"10","Zheng, Carissa Angela","15612136","18","MD","USA",2012,2012,"","2028 => 2012","2022-12-11202212118182","2022 NATIONAL K-12 GRADE CHAMPIONSHIP (MD)1: 12TH GRADE CHAMPIONSHIP"
"11","Chen, Minda","15185862","18","WA","USA",1966,1982,"(+16)","1966 => 1982","2023-01-08202301081632","2023 PAN AMERICAN INTERCOLLEGIATE CHAMPIONSHIP (WA)2: U1800"
"12","Lei, Amy","15760000","18","MA","USA",1961,1961,"","1969 => 1961","2020-02-17202002171842","WORLD AMATEUR TEAM 2020 (NJ)1: WORLD TEAM 2020"
"13","Kong, Sydney","15251714","18","TN","USA",1869,1869,"","1858 => 1869","2022-08-02202208029092","10TH ANNUAL HARING NATL TMT OF GIRLS STATE CHAMPS (CA)1: HARING"
"15","Prabu, Sneha","14535811","18","OH","USA",1818,1851,"(+33)","1866 => 1851","2023-01-22202301228282","GEORGE SANTOS IMAGINARY SWISS (OH)1:"
"14","Lossef, Amanda","15233985","18","DC","USA",1834,1834,"","1816 => 1834","2022-07-17202207172072","67TH MARYLAND OPEN (MD)2: U2200"
"16","Liang, Grace","15612947","18","CA","USA",1813,1813,"","1730 => 1813","2019-03-17201903174402","SUPER STATES 2019 (CA)5: K-12 CHAMP"
"17","Suralik, Diana Sophia","15763743","18","NJ","USA",1782,1782,"","1835 => 1782","2022-12-11202212118182","2022 NATIONAL K-12 GRADE CHAMPIONSHIP (MD)1: 12TH GRADE CHAMPIONSHIP"
"18","Savla, Saniya","15467523","18","MD","USA",1769,1769,"","1771 => 1769","2020-02-09202002097182","BALTIMORE OPEN (MD)3: U1900"
"19","Zelner, Zoe","14381821","18","FL","USA",1746,1746,"","1734 => 1746","2022-05-07202205078222","OCG PRACTICE GAMES 05-07-2022 (FL)1: SECTION1"
"20","Velidandla, Sarvagna","15123300","18","AL","USA",1737,1737,"","1761 => 1737","2022-03-13202203132862","2022 STATE SCHOLASTIC TEAM CHAMPIONSHIP (AL)2: K-12 CLUB TEAM"
"21","Gutta, Priya Anna","14565517","18","FL","USA",1726,1726,"","1687 => 1726","2022-07-24202207244012","30TH ANNUAL SOUTHERN OPEN (FL)2: UNDER 2100"
"22","Zheng, Tia","15546331","18","NY","USA",1725,1725,"","1712 => 1725","2022-07-23202207233262","KQC7-23-22 (NY)1: KQC7-23-22"
"23","Zhang, Louisa","15746981","18","IL","USA",1666,1666,"","1693 => 1666","2022-07-17202207170402","15TH ANNUAL CHICAGO CLASS (IL)3: CLASS A"
